n,time_s,x_q24,p_q24,reference_x_m,word_hex,occupancy,sigma_delta_bit,chi,rho,theta,z,phi,depth,phase,lut,kappa,cycle
1970,15.39062500,-15960178,-5234537,-0.950069346412,3616F7F23309BAB7,1,0,0,865,891,-56,816,19,14,86,1,3
1971,15.39843750,-16000099,-5109848,-0.952478131375,3D11A9EE04FA3807,0,1,0,977,212,-72,79,20,14,0,1,3
1972,15.40625000,-16039043,-4984847,-0.954828781982,312ECBF6354AB8BF,1,0,0,786,1893,-40,852,21,14,23,1,3
1973,15.41406250,-16077008,-4859542,-0.957121154761,4970FE098D4B3837,0,0,0,1175,127,38,212,22,14,6,1,3
1974,15.42187500,-16113992,-4733940,-0.959355109798,35AEF3F1F2EBB8B7,1,0,0,858,1913,-57,814,23,14,22,1,3
1975,15.42968750,-16149992,-4608049,-0.961530510744,49E90A0E0D0C3A2F,0,0,0,1182,1157,56,208,24,14,69,1,3
1976,15.43750000,-16185007,-4481877,-0.963647224824,42F658123B1CBADF,1,0,0,1071,812,72,945,25,14,91,1,3
1977,15.44531250,-16219034,-4355432,-0.965705122844,41F1D5EA02BD3BFF,0,0,0,1055,234,-88,43,26,14,127,1,3
1978,15.45312500,-16252071,-4228721,-0.967704079200,31CED7FAF50DB8BF,1,0,0,796,1899,-21,848,27,14,23,1,3
1979,15.46093750,-16284116,-4101752,-0.969643971887,49D102098D6E382F,0,0,0,1181,129,38,214,28,14,5,1,3
1980,15.46875000,-16315167,-3974532,-0.971524682504,35CEF3F232DEB8B7,1,0,0,860,1913,-56,813,29,14,22,1,3
1981,15.47656250,-16345222,-3847070,-0.973346096262,49E90A0E0D0F3A2F,0,0,0,1182,1157,56,208,30,14,69,1,3
1982,15.48437500,-16374280,-3719373,-0.975108101991,42F658123B1FBADF,1,0,0,1071,812,72,945,31,14,91,1,3
1983,15.49218750,-16402338,-3591449,-0.976810592147,42F9A8123B103ADB,1,0,0,1071,1236,72,945,0,14,91,0,3
1984,15.50000000,-16429395,-3463306,-0.978453462819,475193F74600B8D3,0,0,0,1141,201,-35,96,1,14,26,0,3
1985,15.50781250,-16455449,-3334951,-0.980036613735,33CEE9F934113C33,1,0,0,828,1908,-28,833,2,15,6,0,3
1986,15.51562500,-16480499,-3206393,-0.981559948267,4A11060B8D51BCBB,0,0,0,1185,131,46,213,3,15,23,0,3
1987,15.52343750,-16504543,-3077639,-0.983023373440,35EEF5F232E23C33,1,0,0,862,1914,-56,814,4,15,6,0,3
1988,15.53125000,-16527580,-2948697,-0.984426799932,49E90A0E0D02BEBB,0,0,0,1182,1157,56,208,5,15,87,0,3
1989,15.53906250,-16549608,-2819575,-0.985770142086,430E58123B133C0B,0,0,0,1072,1836,72,945,6,15,1,0,3
1990,15.54687500,-16570626,-2690281,-0.987053317912,4ED9360A4AC3BEC3,0,0,0,1261,1179,41,172,7,15,88,0,3
1991,15.55468750,-16590632,-2560823,-0.988276249091,43AE6416FAD43C13,0,0,0,1082,1842,91,941,8,15,2,0,3
1992,15.56250000,-16609626,-2431209,-0.989438860981,4F393A0A4AE4BEC3,0,0,0,1267,1181,41,174,9,15,88,0,3
1993,15.57031250,-16627606,-2301446,-0.990541082623,43CE6416FAC53C13,0,0,0,1084,1842,91,940,10,15,2,0,3
1994,15.57812500,-16644571,-2171543,-0.991582846742,4F413A0A4AE5BCC3,0,0,0,1268,157,41,174,11,15,24,0,3
1995,15.58593750,-16660520,-2041507,-0.992564089756,36D703F6F2B63E3B,1,0,0,877,897,-37,811,12,15,71,0,3
1996,15.59375000,-16675452,-1911347,-0.993484751773,3D69ADEE4516BEE3,1,0,0,982,1238,-71,81,13,15,92,0,3
1997,15.60156250,-16689367,-1781070,-0.994344776602,3E462C163D473E03,1,0,0,996,790,88,980,14,15,64,0,3
1998,15.60937500,-16702263,-1650684,-0.995144111750,4151C9E58307BCEB,1,0,0,1045,228,-106,48,15,15,29,0,3
1999,15.61718750,-16714140,-1520198,-0.995882708431,317ED3FAB4D83C2B,1,0,0,791,1897,-22,845,16,15,5,0,3
2000,15.62500000,-16724996,-1389619,-0.996560521565,49A902094D78BEBB,0,0,0,1178,1153,37,215,17,15,87,0,3
2001,15.63281250,-16734832,-1258955,-0.997177509780,42CE54123AE93C0B,0,0,0,1068,1834,72,942,18,15,1,0,3
2002,15.64062500,-16743646,-1128214,-0.997733635421,4EB9360A0AC9BEC3,0,0,0,1259,1179,40,172,19,15,88,0,3
2003,15.64843750,-16751438,-997404,-0.998228864542,43966416BADA3E13,1,0,0,1081,818,90,941,20,15,66,0,3
2004,15.65625000,-16758208,-866533,-0.998663166919,4249D9EA02EABEEB,1,0,0,1060,1260,-88,46,21,15,93,0,3
2005,15.66406250,-16763955,-735609,-0.999036516043,3EE6381AFCFB3E03,1,0,0,1006,796,107,975,22,15,64,0,3
2006,15.67187500,-16768679,-604641,-0.999348889128,41B1CFE5832BBCEB,0,0,0,1051,231,-106,50,23,15,29,0,3
2007,15.67968750,-16772379,-473636,-0.999600267107,3196D3FAF4DC3E2B,1,0,0,793,873,-21,845,24,15,69,0,3
2008,15.68750000,-16775056,-342602,-0.999790634638,3CB1A1E9457CBCE3,1,0,0,971,208,-91,87,25,15,28,0,3
2009,15.69531250,-16776709,-211547,-0.999919980102,30FEC7F6351D3C2B,1,0,0,783,1891,-40,849,26,15,5,0,3
2010,15.70312500,-16777338,-80479,-0.999988295604,4948FE094D5DC2BB,0,0,0,1172,1151,37,213,27,16,87,0,3
2011,15.71093750,-16776943,50594,-0.999995576975,42AE5411FAFE4013,0,0,0,1066,1834,71,943,28,16,2,0,3
2012,15.71875000,-16775524,181664,-0.999941823770,4EB9360A0ACEC2CB,0,0,0,1259,1179,40,172,29,16,89,0,3
2013,15.72656250,-16773081,312723,-0.999827039270,43966416BADF421B,1,0,0,1081,818,90,941,30,16,67,0,3
2014,15.73437500,-16769614,443763,-0.999651230480,4249D9EA02EFC2F3,1,0,0,1060,1260,-88,46,31,16,94,0,3
2015,15.74218750,-16765124,574776,-0.999414408132,424629EA02E042F7,1,0,0,1060,788,-88,46,0,16,94,1,3
2016,15.75000000,-16759610,705754,-0.999116586680,38E6800C3940C2E7,1,0,0,910,832,48,916,1,16,92,1,3
2017,15.75781250,-16753073,836688,-0.998757784300,3F71B9E744314017,0,0,0,1015,220,-99,67,2,16,2,1,3
2018,15.76562500,-16745514,967571,-0.998338022894,314ECDF8B4F1C0CF,1,0,0,788,1894,-30,847,3,16,25,1,3
2019,15.77343750,-16736933,1098395,-0.997857328080,497100094D624047,0,0,0,1175,128,37,214,4,16,8,1,3
2020,15.78125000,-16727330,1229152,-0.997315729198,35B6F3F1F2E2C2C7,1,0,0,859,889,-57,814,5,16,88,1,3
2021,15.78906250,-16716706,1359834,-0.996713259304,3CE9A9EE05034217,1,0,0,974,1236,-72,80,6,16,66,1,3
2022,15.79687500,-16705062,1490433,-0.996049955170,3E262C15FD53C2F7,1,0,0,994,790,87,981,7,16,94,1,3
2023,15.80468750,-16692398,1620941,-0.995325857281,4149C9E54304420F,1,0,0,1044,1252,-107,48,8,16,65,1,3
2024,15.81250000,-16678716,1751350,-0.994541009831,3E5E341AFCE4C0F7,1,0,0,997,1818,107,974,9,16,30,1,3
2025,15.82031250,-16664016,1881652,-0.993695460725,4E712E054B354037,0,0,0,1255,151,21,179,10,16,6,1,3
2026,15.82812500,-16648298,2011840,-0.992789261569,366EFFF6F295C0C7,1,0,0,870,1919,-37,809,11,16,24,1,3
2027,15.83593750,-16631564,2141905,-0.991822467673,4A490E0E0D36423F,0,0,0,1188,1159,56,211,12,16,71,1,3
2028,15.84375000,-16613815,2271839,-0.990795138046,432E58123B06C0EF,0,0,0,1074,1836,72,944,13,16,29,1,3
2029,15.85156250,-16595052,2401634,-0.989707335391,4ED9360A4AB74237,0,0,0,1261,1179,41,171,14,16,70,1,3
2030,15.85937500,-16575276,2531283,-0.988559126101,43AE6416FAD7C0E7,0,0,0,1082,1842,91,941,15,16,28,1,3
2031,15.86718750,-16554489,2660777,-0.987350580257,4F393A0A4AE84237,0,0,0,1267,1181,41,174,16,16,70,1,3
2032,15.87500000,-16532691,2790109,-0.986081771623,43CE6416FAC8C0E7,0,0,0,1084,1842,91,940,17,16,28,1,3
2033,15.88281250,-16509884,2919271,-0.984752777640,4F413A0A4AE94037,0,0,0,1268,157,41,174,18,16,6,1,3
2034,15.89062500,-16486070,3048254,-0.983363679423,36CF03F6F2B9C0BF,1,0,0,876,1921,-37,811,19,16,23,1,3
2035,15.89843750,-16461249,3177051,-0.981914561755,4A710E0E4D2A403F,0,0,0,1191,135,57,210,20,16,7,1,3
2036,15.90625000,-16435424,3305655,-0.980405513084,362EF9F2330AC4CF,1,0,0,866,1916,-56,816,21,17,25,1,3
2037,15.91406250,-16408595,3434057,-0.978836625513,4A110A0E4CFB4447,0,0,0,1185,133,57,207,22,17,8,1,3
2038,15.92187500,-16380765,3562249,-0.977207994799,360EF7F2331BC4CF,1,0,0,864,1915,-56,817,23,17,25,1,3
2039,15.92968750,-16351935,3690224,-0.975519720347,4A090A0E0CFC4647,0,0,0,1184,1157,56,207,24,17,72,1,3
2040,15.93750000,-16322107,3817973,-0.973771905199,42F658123B1CC6F7,0,0,0,1071,812,72,945,25,17,94,1,3
2041,15.94531250,-16291283,3945489,-0.971964656032,41F9D5EA02BD4617,1,0,0,1055,1258,-88,43,26,17,66,1,3
2042,15.95312500,-16259465,4072765,-0.970098083153,3EBE381AFD0DC4FF,1,0,0,1003,1820,107,976,27,17,31,1,3
2043,15.96093750,-16226654,4199792,-0.968172300487,4EA92E058B3E463F,0,0,0,1258,1175,22,179,28,17,71,1,3
2044,15.96875000,-16192853,4326563,-0.966187425573,43566016FA9EC6F7,0,0,0,1077,816,91,937,29,17,94,1,3
2045,15.97656250,-16158063,4453070,-0.964143579559,4239D9EA02EF4617,1,0,0,1059,1260,-88,46,30,17,66,1,3
2046,15.98437500,-16122287,4579305,-0.962040887191,3EC6381AFD0FC6FF,1,0,0,1004,796,107,976,31,17,95,1,3
2047,15.99218750,-16085527,4705260,-0.959879476805,3EC9C81AFD0046FB,1,0,0,1004,1252,107,976,0,17,95,0,3
2048,16.00000000,-16047785,4830928,-0.957659480323,478987F386B0C6EB,0,0,0,1144,1219,-50,107,1,17,93,0,3
2049,16.00781250,-16009064,4956301,-0.955381033243,40AE48193BD1441B,0,0,0,1034,1828,100,957,2,17,3,0,3
2050,16.01562500,-15969366,5081372,-0.953044274629,4ED934078B11C6D3,0,0,0,1261,1178,30,177,3,17,90,0,3
2051,16.02343750,-15928693,5206133,-0.950649347104,43766216FAA24623,1,0,0,1079,817,91,938,4,17,68,0,3
2052,16.03125000,-15887048,5330576,-0.948196396843,4251D9EA02E2C4FB,0,0,0,1061,236,-88,46,5,17,31,0,3
2053,16.03906250,-15844433,5454694,-0.945685573561,31D6D7FAF4F3463B,1,0,0,797,875,-21,847,6,17,71,0,3
2054,16.04687500,-15800851,5578479,-0.943117030506,3CE9A1E98563C6F3,1,0,0,974,1232,-90,86,7,17,94,0,3
2055,16.05468750,-15756305,5701923,-0.940490924448,3DC628163D144613,1,0,0,988,788,88,977,8,17,66,0,3
2056,16.06250000,-15710797,5825019,-0.937807415672,4149C9E54314C6FB,1,0,0,1044,1252,-107,49,9,17,95,0,3
2057,16.07031250,-15664330,5947760,-0.935066667964,3E46341ABCE54613,1,0,0,996,794,106,974,10,17,66,0,3
2058,16.07812500,-15616907,6070138,-0.932268848607,41A9CDE54335C6FB,1,0,0,1050,1254,-107,51,11,17,95,0,3
2059,16.08593750,-15568531,6192145,-0.929414128365,3E66341AFCD64613,1,0,0,998,794,107,973,12,17,66,0,3
2060,16.09375000,-15519205,6313774,-0.926502681474,41A9CDE54336C6FB,1,0,0,1050,1254,-107,51,13,17,95,0,3
2061,16.10156250,-15468931,6435018,-0.923534685635,3E66341AFCD74A1B,1,0,0,998,794,107,973,14,18,67,0,3
2062,16.10937500,-15417713,6555869,-0.920510321999,41B1CDE54337C903,1,1,0,1051,230,-107,51,15,18,32,0,3
2063,16.11718750,-15365554,6676320,-0.917429775157,3166D3FAF4C84A43,1,0,0,790,873,-21,844,16,18,72,0,3
2064,16.12500000,-15312457,6796363,-0.914293233131,3CD1A1E94578C8FB,1,0,0,973,208,-91,87,17,18,31,0,3
2065,16.13281250,-15258426,6915992,-0.911100887358,30C6C7F635194A43,1,0,0,780,867,-40,849,18,18,72,0,3
2066,16.14062500,-15203464,7035198,-0.907852932683,3C719DE94559C8F3,1,0,0,967,206,-91,85,19,18,30,0,3
2067,16.14843750,-15147574,7153975,-0.904549567344,30A6C7F5F52A4A43,1,0,0,778,867,-41,850,20,18,72,0,3
2068,16.15625000,-15090759,7272315,-0.901190992962,3C699DE9055ACAF3,1,0,0,966,1230,-92,85,21,18,94,0,3
2069,16.16406250,-15033023,7390212,-0.897777414526,3D9E28163D2B481B,0,0,0,985,1812,88,978,22,18,3,0,3
2070,16.17187500,-14974369,7507657,-0.894309040384,4E412A054B1BC8DB,0,0,0,1252,149,21,177,23,18,27,0,3
2071,16.17968750,-14914801,7624644,-0.890786082228,3616FFF6B29C4A4B,1,0,0,865,895,-38,809,24,18,73,0,3
2072,16.18750000,-14854323,7741166,-0.887208755081,3D71ADEDC53CC8FB,1,0,0,983,214,-73,83,25,18,31,0,3
2073,16.19531250,-14792939,7857215,-0.883577277284,311ECBF6353D4843,1,0,0,785,1893,-40,851,26,18,8,0,3
2074,16.20312500,-14730652,7972785,-0.879891870484,4990FE098D4DC8CB,0,0,0,1177,127,38,212,27,18,25,0,3
2075,16.21093750,-14667466,8087868,-0.876152759620,3576F3F232EE4A4B,1,0,0,855,889,-56,814,28,18,73,0,3
2076,16.21875000,-14603384,8202458,-0.872360172907,3D11A9EDC50EC8FB,1,0,0,977,212,-73,80,29,18,31,0,3
2077,16.22656250,-14538411,8316547,-0.868514341826,30FECBF6354F4843,1,0,0,783,1893,-40,852,30,18,8,0,3
2078,16.23437500,-14472551,8430128,-0.864615501105,4990FE094D4FC8CB,0,0,0,1177,127,37,212,31,18,25,0,3
2079,16.24218750,-14405807,8543195,-0.860663888711,499F02094D4048CF,0,0,0,1177,1921,37,212,0,18,25,1,3
2080,16.25000000,-14338184,8655740,-0.856659745829,4C2DDC2A00E0C91F,0,1,0,1218,1774,168,14,1,18,35,1,3
2081,16.25781250,-14269686,8767757,-0.852603316851,45A1F626D1214817,0,0,0,1114,251,155,274,2,18,2,1,3
2082,16.26562500,-14200317,8879239,-0.848494849362,3876DFEE74C1CADF,1,0,0,903,879,-71,844,3,18,91,1,3
2083,16.27343750,-14130081,8990179,-0.844334594120,3DD1ABEE84324827,0,0,0,989,213,-70,67,4,18,4,1,3
2084,16.28125000,-14058983,9100570,-0.840122805046,30EECFF6B552C8DF,1,0,0,782,1895,-38,853,5,18,27,1,3
2085,16.28906250,-13987027,9210406,-0.835859739207,49B0FE094D534857,0,0,0,1179,127,37,213,6,18,10,1,3
2086,16.29687500,-13914217,9319680,-0.831545656797,3576F3F232D3CEDF,1,0,0,855,889,-56,813,7,19,91,1,3
2087,16.30468750,-13840558,9428385,-0.827180821126,3D29A9EDC5044E2F,1,0,0,978,1236,-73,80,8,19,69,1,3
2088,16.31250000,-13766054,9536514,-0.822765498602,3DC62C163D44CF0F,1,0,0,988,790,88,980,9,19,97,1,3
2089,16.32031250,-13690710,9644061,-0.818299958712,4191C9E543154C27,0,0,0,1049,228,-107,49,10,19,4,1,3
2090,16.32812500,-13614530,9751020,-0.813784474010,3116D3FAF4D5CEE7,1,0,0,785,873,-21,845,11,19,92,1,3
2091,16.33593750,-13537519,9857384,-0.809219320099,3CF1A1E905864C37,1,0,0,975,208,-92,88,12,19,6,1,3
2092,16.34375000,-13459682,9963146,-0.804604775611,309EC7F63506CCE7,1,1,0,777,1891,-40,848,13,19,28,1,3
2093,16.35156250,-13381023,10068300,-0.799941122194,4988FE094D574E5F,0,0,0,1176,1151,37,213,14,19,75,1,3
2094,16.35937500,-13301548,10172839,-0.795228644495,425654123AE7CF07,0,0,0,1061,810,72,942,15,19,96,1,3
2095,16.36718750,-13221261,10276757,-0.790467630137,4221D5E9C2D84C27,0,0,0,1058,234,-89,45,16,19,4,1,3
2096,16.37500000,-13140167,10380048,-0.785658369710,3176D7FAF4F8CEE7,1,0,0,791,875,-21,847,17,19,92,1,3
2097,16.38281250,-13058271,10482706,-0.780801156746,3D29A1E945794E37,1,0,0,978,1232,-91,87,18,19,70,1,3
2098,16.39062500,-12975578,10584724,-0.775896287703,3D8628167D19CF0F,1,0,0,984,788,89,977,19,19,97,1,3
2099,16.39843750,-12892093,10686096,-0.770944061950,4189C9E5031A4E27,1,0,0,1048,1252,-108,49,20,19,68,1,3
2100,16.40625000,-12807821,10786815,-0.765944781745,3DFE341AFCDACD0F,1,0,0,991,1818,107,973,21,19,33,1,3
2101,16.41406250,-12722767,10886876,-0.760898752218,4ED12E050B4B4C4F,0,1,0,1261,151,20,180,22,19,9,1,3
2102,16.42187500,-12636937,10986273,-0.755806281353,35F6FFF6F28BCEDF,1,0,0,863,895,-37,808,23,19,91,1,3
2103,16.42968750,-12550335,11084999,-0.750667679969,3DA9ADEDC53C4E2F,1,0,0,986,1238,-73,83,24,19,69,1,3
2104,16.43750000,-12462967,11183048,-0.745483261698,3DDE2C167D3CCD0F,1,0,0,989,1814,89,979,25,19,33,1,3
2105,16.44531250,-12374839,11280415,-0.740253342972,4EA92A054B1D4E4F,0,0,0,1258,1173,21,177,26,19,73,1,3
2106,16.45312500,-12285955,11377093,-0.734978242996,42D66016FA9DCF07,0,0,0,1069,816,91,937,27,19,96,1,3
2107,16.46093750,-12196322,11473077,-0.729658283737,4299D9E9C2FE4E27,1,0,0,1065,1260,-89,47,28,19,68,1,3
2108,16.46875000,-12105944,11568361,-0.724293789898,3E66381B3CFECF0F,1,1,0,998,796,108,975,29,19,97,1,3
2109,16.47656250,-12014827,11662939,-0.718885088898,4229CDE5433F4E27,1,0,0,1058,1254,-107,51,30,19,68,1,3
2110,16.48437500,-11922977,11756805,-0.713432510858,3E06341B3CCFCF0F,1,0,0,992,794,108,972,31,19,97,1,3
2111,16.49218750,-11830399,11849953,-0.707936388574,3E09CC1B3CC05313,1,0,0,992,1254,108,972,0,20,98,0,3
2112,16.50000000,-11737099,11942378,-0.702397057503,47D185F386E0D103,0,0,0,1149,194,-50,110,1,20,32,0,3
2113,16.50781250,-11643083,12034074,-0.696814855735,334EE7F933B1505B,1,0,0,820,1907,-28,827,2,20,11,0,3
2114,16.51562500,-11548356,12125036,-0.691190123980,4A71060B4D61D0E3,0,0,0,1191,131,45,214,3,20,28,0,3
2115,16.52343750,-11452924,12215258,-0.685523205542,3576F7F272D2525B,1,1,0,855,891,-55,813,4,20,75,0,3
2116,16.53125000,-11356793,12304734,-0.679814446301,3D89A9EDC512D30B,1,0,0,984,1236,-73,81,5,20,97,0,3
2117,16.53906250,-11259969,12393459,-0.674064194690,3DA62C167D33522B,1,0,0,986,790,89,979,6,20,69,0,3
2118,16.54687500,-11162458,12481428,-0.668272801675,41D1C9E50313D113,1,0,0,1053,228,-108,49,7,20,34,0,3
2119,16.55468750,-11064266,12568635,-0.662440620733,30DED3FAF4C45053,1,0,0,781,1897,-21,844,8,20,10,0,3
2120,16.56250000,-10965398,12655075,-0.656568007829,4A3100090D94D0E3,0,0,0,1187,128,36,217,9,20,28,0,3
2121,16.57031250,-10865861,12740742,-0.650655321398,3536F5F272C5525B,1,1,0,851,890,-55,812,10,20,75,0,3
2122,16.57812500,-10765661,12825632,-0.644702922320,3D71A7EDC515D10B,1,0,0,983,211,-73,81,11,20,33,0,3
2123,16.58593750,-10664804,12909739,-0.638711173899,309ECBF635365053,1,0,0,777,1893,-40,851,12,20,10,0,3
2124,16.59375000,-10563296,12993058,-0.632680441840,49F0FC094D56D0DB,0,0,0,1183,126,37,213,13,20,27,0,3
2125,16.60156250,-10461143,13075584,-0.626611094227,350EF5F232D7505B,1,0,0,848,1914,-56,813,14,20,11,0,3
2126,16.60937500,-10358351,13157312,-0.620503501503,4A71080DCD27D0E3,0,1,0,1191,132,55,210,15,20,28,0,3
2127,16.61718750,-10254927,13238237,-0.614358036443,356EF9F232F8505B,1,0,0,854,1916,-56,815,16,20,11,0,3
2128,16.62500000,-10150877,13318354,-0.608175074136,4A91080E0D18D0E3,0,0,0,1193,132,56,209,17,20,28,0,3
2129,16.63281250,-10046208,13397658,-0.601954991956,3576F9F232F9525B,1,0,0,855,892,-56,815,18,20,75,0,3
2130,16.64062500,-9940926,13476144,-0.595698169546,3DB1A7EDC519D10B,1,0,0,987,211,-73,81,19,20,33,0,3
2131,16.64843750,-9835037,13553807,-0.589404988791,3086CDF6753A5253,1,1,0,776,870,-39,851,20,20,74,0,3
2132,16.65625000,-9728548,13630643,-0.583075833792,3D119BE9055AD103,1,0,0,977,205,-92,85,21,20,32,0,3
2133,16.66406250,-9621465,13706647,-0.576711090851,3026C9F6350B5253,1,0,0,770,868,-40,848,22,20,74,0,3
2134,16.67187500,-9513795,13781815,-0.570311148436,3CF19BE9056BD103,1,0,0,975,205,-92,86,23,20,32,0,3
2135,16.67968750,-9405544,13856142,-0.563876397169,301EC7F6350C5053,1,0,0,769,1891,-40,848,24,20,10,0,3
2136,16.68750000,-9296719,13929623,-0.557407229793,49F0FC090D6CD4E3,0,1,0,1183,126,36,214,25,21,28,0,3
2137,16.69531250,-9187326,14002254,-0.550904041152,34EEF5F232CD5463,1,0,0,846,1914,-56,812,26,21,12,0,3
2138,16.70312500,-9077373,14074030,-0.544367228168,4A89080DCD2DD6EB,0,0,0,1192,1156,55,210,27,21,93,0,3
2139,16.71093750,-8966866,14144947,-0.537797189814,424E5A127AFE543B,0,0,0,1060,1837,73,943,28,21,7,0,3
2140,16.71875000,-8855811,14215001,-0.531194327092,4FA13409CAEED4F3,0,1,0,1274,154,39,174,29,21,30,0,3
2141,16.72656250,-8744216,14284187,-0.524559043006,35EF05F732AF546B,1,0,0,862,1922,-36,810,30,21,13,0,3
2142,16.73437500,-8632087,14352501,-0.517891742540,4B290C0DCD4FD6EB,0,0,0,1202,1158,55,212,31,21,93,0,3
2143,16.74218750,-8519431,14419939,-0.511192832631,4B26F40DCD4056EF,0,0,0,1202,890,55,212,0,21,93,1,3
2144,16.75000000,-8406255,14486497,-0.504462722146,3EF6840A38D0D707,1,0,0,1007,834,40,909,1,21,96,1,3
2145,16.75781250,-8292566,14552171,-0.497701821857,4189C9EAC3715637,1,1,0,1048,1252,-85,55,2,21,70,1,3
2146,16.76562500,-8178371,14616957,-0.490910544414,3DC63619FCF1D71F,1,0,0,988,795,103,975,3,21,99,1,3
2147,16.77343750,-8063677,14680851,-0.484089304321,4269CBE503425637,1,0,0,1062,1253,-108,52,4,21,70,1,3
2148,16.78125000,-7948491,14743848,-0.477238517912,3DA6361B7CB2D71F,1,1,0,986,795,109,971,5,21,99,1,3
2149,16.78906250,-7832820,14805946,-0.470358603324,4271CDE4C3535437,0,0,0,1063,230,-109,53,6,21,6,1,3
2150,16.79687500,-7716670,14867140,-0.463449980472,30AED5FB34A3D4F7,1,0,0,778,1898,-20,842,7,21,30,1,3
2151,16.80468750,-7600049,14927426,-0.456513071021,4A8900090D94566F,0,0,0,1192,1152,36,217,8,21,77,1,3
2152,16.81250000,-7482965,14986801,-0.449548298365,41EE5612BAC4D517,1,1,0,1054,1835,74,940,9,21,34,1,3
2153,16.82031250,-7365424,15045262,-0.442556087598,4FA93409CAF5565F,0,0,0,1274,1178,39,175,10,21,75,1,3
2154,16.82812500,-7247433,15102804,-0.435536865489,42B666173AA5D70F,0,0,0,1067,819,92,938,11,21,97,1,3
2155,16.83593750,-7129000,15159425,-0.428491060454,4339D7E9C3065637,1,0,0,1075,1259,-89,48,12,21,70,1,3
2156,16.84375000,-7010132,15215120,-0.421419102533,3DFE3A1B7CD6D51F,1,1,0,991,1821,109,973,13,21,35,1,3
2157,16.85156250,-6890836,15269887,-0.414321423362,4F912E050B57545F,0,0,0,1273,151,20,181,14,21,11,1,3
2158,16.85937500,-6771119,15323722,-0.407198456148,358F01F77267D4EF,1,0,0,856,1920,-35,806,15,21,29,1,3
2159,16.86718750,-6650989,15376621,-0.400050635638,4B490C0DCD585667,0,1,0,1204,1158,55,213,16,21,76,1,3
2160,16.87500000,-6530453,15428582,-0.392878398099,422E5A12BAE8D517,1,0,0,1058,1837,74,942,17,21,34,1,3
2161,16.88281250,-6409519,15479601,-0.385682181288,4FE93409CAE95A67,0,0,0,1278,1178,39,174,18,22,76,1,3
2162,16.89062500,-6288193,15529675,-0.378462424424,42AE66177AA9D917,0,1,0,1066,1843,93,938,19,22,34,1,3
2163,16.89843750,-6166484,15578802,-0.371219568165,50413809CB1A5867,0,0,0,1284,156,39,177,20,22,12,1,3
2164,16.90625000,-6044398,15626978,-0.363954054577,35CF05F7729AD8EF,1,0,0,860,1922,-35,809,21,22,29,1,3
2165,16.91406250,-5921943,15674200,-0.356666327109,4B710C0DCD4B586F,0,1,0,1207,134,55,212,22,22,13,1,3
2166,16.92187500,-5799127,15720465,-0.349356830566,352EF9F2B2DBD8F7,1,0,0,850,1916,-54,813,23,22,30,1,3
2167,16.92968750,-5675957,15765771,-0.342026011084,4B29080DCD2C5A6F,0,0,0,1202,1156,55,210,24,22,77,1,3
2168,16.93750000,-5552440,15810114,-0.334674316096,41F65A12BAECDB1F,0,1,0,1055,813,74,942,25,22,99,1,3
2169,16.94531250,-5428585,15853492,-0.327302194314,4301D3E982ED583F,0,0,0,1072,233,-90,46,26,22,7,1,3
2170,16.95312500,-5304398,15895903,-0.319910095692,30B6D9FB34DDDAFF,1,0,0,779,876,-20,845,27,22,95,1,3
2171,16.96093750,-5179887,15937344,-0.312498471407,3DE99FE9059E5A4F,1,1,0,990,1231,-92,89,28,22,73,1,3
2172,16.96875000,-5055060,15977812,-0.305067773826,3CC62A16BCFEDB27,1,0,0,972,789,90,975,29,22,100,1,3
2173,16.97656250,-4929925,16017305,-0.297618456480,4251C7E4C33F583F,0,0,0,1061,227,-109,51,30,22,7,1,3
2174,16.98437500,-4804489,16055820,-0.290150974038,304ED5FB34BFD8FF,1,1,0,772,1898,-20,843,31,22,31,1,3
2175,16.99218750,-4678760,16093355,-0.282665782276,30412DFB34B058FB,1,0,0,772,150,-20,843,0,22,31,0,3
2176,17.00000000,-4552745,16129908,-0.275163338052,34B20FD23FF0D933,1,0,0,843,263,-184,1023,1,22,38,0,3
2177,17.00781250,-4426452,16165476,-0.267644099275,393E0BD96E715833,1,1,0,915,1797,-155,743,2,22,6,0,3
2178,17.01562500,-4299889,16200058,-0.260108524882,486920118B71DAFB,0,0,0,1158,1168,70,183,3,22,95,0,3
2179,17.02343750,-4173064,16233651,-0.252557074806,414E5811FBA25843,0,0,0,1044,1836,71,954,4,22,8,0,3
2180,17.03125000,-4045984,16266253,-0.244990209947,501930090AE2DAFB,0,1,0,1281,1176,36,174,5,22,95,0,3
2181,17.03906250,-3918657,16297862,-0.237408392149,425666177A935A4B,1,0,0,1061,819,93,937,6,22,73,0,3
2182,17.04687500,-3791091,16328477,-0.229812084166,4389D7E98313DB23,0,1,0,1080,1259,-90,49,7,22,100,0,3
2183,17.05468750,-3663293,16358095,-0.222201749638,3DAE3A1BBCC4583B,0,0,0,986,1821,110,972,8,22,7,0,3
2184,17.06250000,-3535272,16386714,-0.214577853060,4FE12C050B64D8FB,0,0,0,1278,150,20,182,9,22,31,0,3
2185,17.07031250,-3407035,16414333,-0.206940859756,352F01F772655873,1,1,0,850,1920,-35,806,10,22,14,0,3
2186,17.07812500,-3278590,16440950,-0.199291235849,4B910C0D8D65DCFB,0,0,0,1209,134,54,214,11,23,31,0,3
