n,time_s,x_q24,p_q24,reference_x_m,word_hex,occupancy,sigma_delta_bit,chi,rho,theta,z,phi,depth,phase,lut,kappa,cycle
3259,25.46093750,15860249,-5408998,0.946625289983,3D29A9EE04FE059F,1,1,0,978,1236,-72,79,28,1,51,1,3
3260,25.46875000,15817023,-5532906,0.944078176267,3E062C163D5E867F,1,1,0,992,790,88,981,29,1,79,1,3
3261,25.47656250,15772832,-5656476,0.941473440884,4169C9E5430F0597,1,1,0,1046,1252,-107,48,30,1,50,1,3
3262,25.48437500,15727678,-5779701,0.938811242816,3E46341AFCEF867F,1,1,0,996,794,107,974,31,1,79,1,3
3263,25.49218750,15681564,-5902573,0.936091744547,3E49CC1AFCE0067B,1,0,0,996,1254,107,974,0,1,79,0,3
3264,25.50000000,15634493,-6025085,0.933315112064,477185F386D0846B,0,1,0,1143,194,-50,109,1,1,13,0,3
3265,25.50781250,15586468,-6147229,0.930481514836,3396E7F933C105C3,1,1,0,825,883,-28,828,2,1,56,0,3
3266,25.51562500,15537491,-6268998,0.927591125813,3D09A7EB45518673,1,1,0,976,1235,-83,85,3,1,78,0,3
3267,25.52343750,15487566,-6390385,0.924644121409,3DE62A163D32099B,1,1,0,990,789,88,979,4,2,51,0,3
3268,25.53125000,15436696,-6511382,0.921640681493,4151C9E543028883,0,1,0,1045,228,-107,48,5,2,16,0,3
3269,25.53906250,15384884,-6631981,0.918580989380,314ED3FAB4D30BC3,1,1,0,788,1897,-22,845,6,2,120,0,3
3270,25.54687500,15332133,-6752175,0.915465231818,49C902094D738A53,0,1,0,1180,1153,37,215,7,2,74,0,3
3271,25.55468750,15278446,-6871957,0.912293598977,429654123AE409A3,1,1,0,1065,810,72,942,8,2,52,0,3
3272,25.56250000,15223826,-6991320,0.909066284436,41F1D5E9C2C48883,0,1,0,1055,234,-89,44,9,2,16,0,3
3273,25.57031250,15168277,-7110256,0.905783485176,31AED7FAF5050BC3,1,1,0,794,1899,-21,848,10,2,120,0,3
3274,25.57812500,15111802,-7228758,0.902445401559,49E902094D758A53,0,1,0,1182,1153,37,215,11,2,74,0,3
3275,25.58593750,15054405,-7346819,0.899052237327,42AE54127AD60BA3,0,1,0,1066,1834,73,941,12,2,116,0,3
3276,25.59375000,14996089,-7464432,0.895604199580,4EE1360A0AD6885B,0,1,0,1262,155,40,173,13,2,11,0,3
3277,25.60156250,14936858,-7581589,0.892101498769,368F03F6B2C70BD3,1,1,0,872,1921,-38,812,14,2,122,0,3
3278,25.60937500,14876715,-7698283,0.888544348681,4A910E0E4D278853,0,1,0,1193,135,57,210,15,2,10,0,3
3279,25.61718750,14815664,-7814507,0.884932966425,35F6F9F232F809CB,1,1,0,863,892,-56,815,16,2,57,0,3
3280,25.62500000,14753709,-7930254,0.881267572422,3D49A9EE05088A7B,1,1,0,980,1236,-72,80,17,2,79,0,3
3281,25.63281250,14690853,-8045517,0.877548390389,3DFE2C163D490B9B,1,1,0,991,1814,88,980,18,2,115,0,3
3282,25.64062500,14627101,-8160289,0.873775647325,4E712A054B19885B,0,1,0,1255,149,21,177,19,2,11,0,3
3283,25.64843750,14562456,-8274563,0.869949573499,3616FFF6F29A09CB,1,0,0,865,895,-37,809,20,2,57,0,3
3284,25.65625000,14496922,-8388332,0.866070402435,3D71ADEDC53A887B,1,1,0,983,214,-73,83,21,2,15,0,3
3285,25.66406250,14430503,-8501589,0.862138370897,311ECBF6353B0BC3,1,1,0,785,1893,-40,851,22,2,120,0,3
3286,25.67187500,14363204,-8614327,0.858153718877,4990FE098D4B884B,0,1,0,1177,127,38,212,23,2,9,0,3
3287,25.67968750,14295028,-8726540,0.854116689578,356EF3F232EC0BCB,1,1,0,854,1913,-56,814,24,2,121,0,3
3288,25.68750000,14225979,-8838220,0.850027529397,4A29080DCD1C8A53,0,1,0,1186,1156,55,209,25,2,74,0,3
3289,25.69531250,14156062,-8949360,0.845886487918,42B658123B0D09A3,1,1,0,1067,812,72,944,26,2,52,0,3
3290,25.70312500,14085281,-9059954,0.841693817887,4229D5EA02CD8A83,1,1,0,1058,1258,-88,44,27,2,80,0,3
3291,25.71093750,14013640,-9169995,0.837449775203,3E86381AFD0E099B,1,1,0,1000,796,107,976,28,2,51,0,3
3292,25.71875000,13941144,-9279477,0.833154618902,41F1CDE5433E8C8B,0,1,0,1055,230,-107,51,29,3,17,0,3
3293,25.72656250,13867797,-9388392,0.828808611137,314ED3FAF4CF0FCB,1,1,0,788,1897,-21,844,30,3,121,0,3
3294,25.73437500,13793604,-9496734,0.824412017166,49F102094D8F8C5B,0,1,0,1183,129,37,216,31,3,11,0,3
3295,25.74218750,13718569,-9604497,0.819965105335,49FEFE094D800C5F,0,1,0,1183,1919,37,216,0,3,11,1,3
3296,25.75000000,13642697,-9711673,0.815468147060,4C2DDE2A00D08CA7,0,0,0,1218,1775,168,13,1,3,20,1,3
3297,25.75781250,13565992,-9818257,0.810921416813,45B9F62711210D9F,0,1,0,1115,1275,156,274,2,3,51,1,3
3298,25.76562500,13488459,-9924241,0.806325192102,456E400E7CC18C8F,0,1,0,1110,1824,57,972,3,3,17,1,3
3299,25.77343750,13410103,-10029620,0.801679753457,4FB9380A8A020DCF,0,1,0,1275,1180,42,160,4,3,57,1,3
3300,25.78125000,13330928,-10134386,0.796985384412,43566817BAD28E7F,1,1,0,1077,820,94,941,5,3,79,1,3
3301,25.78906250,13250939,-10238534,0.792242371487,42B1D9EA02F30FA7,0,1,0,1067,236,-88,47,6,3,116,1,3
3302,25.79687500,13170142,-10342057,0.787451004171,3196D7FB34E38E67,1,1,0,793,875,-20,846,7,3,76,1,3
3303,25.80468750,13088541,-10444949,0.782611574904,3D31A1E945740FB7,1,1,0,979,208,-91,87,8,3,118,1,3
3304,25.81250000,13006141,-10547203,0.777724379061,309EC9F675048C67,1,1,0,777,1892,-39,848,9,3,12,1,3
3305,25.82031250,12922947,-10648813,0.772789714930,49A8FE094D650DDF,0,1,0,1178,1151,37,214,10,3,59,1,3
3306,25.82812500,12838964,-10749774,0.767807883698,424E54123AE58C87,0,0,0,1060,1834,72,942,11,3,16,1,3
3307,25.83593750,12754198,-10850078,0.762779189430,4F193409CAD60DCF,0,1,0,1265,1178,39,173,12,3,57,1,3
3308,25.84375000,12668653,-10949720,0.757703939052,43366416FAC68E7F,1,1,0,1075,818,91,940,13,3,79,1,3
3309,25.85156250,12582335,-11048694,0.752582442330,42B1D9EA02F70FA7,0,1,0,1067,236,-88,47,14,3,116,1,3
3310,25.85937500,12495249,-11146993,0.747415011856,318ED7FB34E78C67,1,1,0,792,1899,-20,846,15,3,12,1,3
3311,25.86718750,12407400,-11244612,0.742201963021,4A3102094D780FD7,0,1,0,1187,129,37,215,16,3,122,1,3
3312,25.87500000,12318794,-11341545,0.736943614004,356EF5F272C88C5F,1,1,0,854,1914,-55,812,17,3,11,1,3
3313,25.88281250,12229436,-11437786,0.731640285747,4A51080E0D190FD7,0,0,0,1189,132,56,209,18,3,122,1,3
3314,25.89062500,12139332,-11533328,0.726292301939,3596F9F233098E5F,1,1,0,857,892,-56,816,19,3,75,1,3
3315,25.89843750,12048487,-11628167,0.720899988991,3D71A7EDC50A0FAF,1,1,0,983,211,-73,80,20,3,117,1,3
3316,25.90625000,11956907,-11722296,0.715463676024,30BECDF6353A8C67,1,1,0,779,1894,-40,851,21,3,12,1,3
3317,25.91406250,11864597,-11815709,0.709983694842,49D0FC094D5B13E7,0,1,0,1181,126,37,213,22,4,124,1,3
3318,25.92187500,11771563,-11908401,0.704460379914,3536F5F232DB9267,1,1,0,851,890,-56,813,23,4,76,1,3
3319,25.92968750,11677810,-12000366,0.698894068356,3D51A7EDC51C13B7,1,1,0,981,211,-73,81,24,4,118,1,3
3320,25.93750000,11583344,-12091599,0.693285099906,30A6CBF6353C926F,1,0,0,778,869,-40,851,25,4,77,1,3
3321,25.94531250,11488171,-12182094,0.687633816907,3CE99DE9055D11BF,1,1,0,974,1230,-92,85,26,4,55,1,3
3322,25.95312500,11392297,-12271845,0.681940564283,3D3E28167D1D9097,1,1,0,979,1812,89,977,27,4,18,1,3
3323,25.96093750,11295728,-12360847,0.676205689523,4EA928050B2E11D7,0,1,0,1258,1172,20,178,28,4,58,1,3
3324,25.96875000,11198469,-12449095,0.670429542653,42B66016FA9E928F,1,1,0,1067,816,91,937,29,4,81,1,3
3325,25.97656250,11100527,-12536583,0.664612476219,42A9D7E9C30F11AF,1,1,0,1066,1259,-89,48,30,4,53,1,3
3326,25.98437500,11001907,-12623306,0.658754845264,3E46381B3CEF9297,1,0,0,996,796,108,974,31,4,82,1,3
3327,25.99218750,10902616,-12709258,0.652857007310,3E49C81B3CE01293,1,1,0,996,1252,108,974,0,4,82,0,3
3328,26.00000000,10802659,-12794435,0.646919322329,480987F386D09283,0,1,0,1152,1219,-50,109,1,4,80,0,3
3329,26.00781250,10702043,-12878831,0.640942152726,402E48197BC113B3,0,1,0,1026,1828,101,956,2,4,118,0,3
3330,26.01562500,10600774,-12962441,0.634925863318,4F6132074B31906B,0,1,0,1270,153,29,179,3,4,13,0,3
3331,26.02343750,10498858,-13045260,0.628870821308,35F701F7328211E3,1,1,0,863,896,-36,808,4,4,60,0,3
3332,26.03125000,10396301,-13127282,0.622777396265,3DF1ADEDC532908B,1,0,0,991,214,-73,83,5,4,17,0,3
3333,26.03906250,10293110,-13208503,0.616645960099,30BECDF6752313D3,1,1,0,779,1894,-39,850,6,4,122,0,3
3334,26.04687500,10189290,-13288918,0.610476887042,4A08FE094D53925B,0,1,0,1184,1151,37,213,7,4,75,0,3
3335,26.05468750,10084848,-13368522,0.604270553622,420E56127AD413B3,0,1,0,1056,1835,73,941,8,4,118,0,3
3336,26.06250000,9979791,-13447310,0.598027338642,4F613409CAE4906B,0,1,0,1270,154,39,174,9,4,13,0,3
3337,26.07031250,9874125,-13525277,0.591747623156,35F705F6F2A511E3,1,0,0,863,898,-37,810,10,4,60,0,3
3338,26.07812500,9767856,-13602419,0.585431790445,3E11ABEDC535908B,1,1,0,993,213,-73,83,11,4,17,0,3
3339,26.08593750,9660991,-13678730,0.579080225994,30A6CDF6752611D3,1,1,0,778,870,-39,850,12,4,58,0,3
3340,26.09375000,9553536,-13754206,0.572693317472,3D119DE905569083,1,1,0,977,206,-92,85,13,4,16,0,3
3341,26.10156250,9445498,-13828843,0.566271454701,301EC9F6750713D3,1,1,0,769,1892,-39,848,14,4,122,0,3
3342,26.10937500,9336884,-13902636,0.559815029639,49F0FC090D779463,0,0,0,1183,126,36,215,15,5,12,0,3
3343,26.11718750,9227700,-13975580,0.553324436353,34F6F5F232C815E3,1,1,0,847,890,-56,812,16,5,60,0,3
3344,26.12500000,9117953,-14047671,0.546800070996,3D91A7ED85289493,1,1,0,985,211,-74,82,17,5,18,0,3
3345,26.13281250,9007649,-14118905,0.540242331780,307ECBF6353917DB,1,1,0,775,1893,-40,851,18,5,123,0,3
3346,26.14062500,8896795,-14189277,0.533651618957,4A28FC090D699663,0,0,0,1186,1150,36,214,19,5,76,0,3
3347,26.14843750,8785398,-14258783,0.527028334790,41D656127ACA15BB,1,1,0,1053,811,73,940,20,5,55,0,3
3348,26.15625000,8673465,-14327419,0.520372883530,4289D3E982EA969B,1,1,0,1064,1257,-90,46,21,5,83,0,3
3349,26.16406250,8561003,-14395180,0.513685671391,3DE6381B3CEB15B3,1,1,0,990,796,108,974,22,5,54,0,3
3350,26.17187500,8448018,-14462063,0.506967106526,4269CDE5034B969B,1,0,0,1062,1254,-108,52,23,5,83,0,3
3351,26.17968750,8334518,-14528063,0.500217599002,3DA6341B7CBC15B3,1,1,0,986,794,109,971,24,5,54,0,3
3352,26.18750000,8220509,-14593176,0.493437560774,4269CDE4C35C969B,1,1,0,1062,1254,-109,53,25,5,83,0,3
3353,26.19531250,8105998,-14657399,0.486627405661,3DA6341B7CBD15B3,1,1,0,986,794,109,971,26,5,54,0,3
3354,26.20312500,7990992,-14720727,0.479787549319,4269CDE4C35D969B,1,0,0,1062,1254,-109,53,27,5,83,0,3
3355,26.21093750,7875499,-14783157,0.472918409217,3DA6341B7CBE15B3,1,1,0,986,794,109,971,28,5,54,0,3
3356,26.21875000,7759525,-14844684,0.466020404614,4271CDE4C35E949B,0,1,0,1063,230,-109,53,29,5,19,0,3
3357,26.22656250,7643077,-14905305,0.459093956527,30AED5FB34AF17DB,1,1,0,778,1898,-20,842,30,5,123,0,3
3358,26.23437500,7526163,-14965017,0.452139487711,4A8900090D9F966B,0,0,0,1192,1152,36,217,31,5,77,0,3
3359,26.24218750,7408789,-15023815,0.445157422632,4A8700090D90166F,0,1,0,1192,896,36,217,0,5,77,1,3
3360,26.25000000,7290963,-15081696,0.438148187437,3E8E7E0AB8C0948F,1,1,0,1000,1855,42,908,1,5,17,1,3
3361,26.25781250,7172692,-15138657,0.431112209936,4E71280A8B8117DF,0,0,0,1255,148,42,184,2,5,123,1,3
3362,26.26562500,7053983,-15194694,0.424049919567,358F01F5F2B1946F,1,1,0,856,1920,-41,811,3,5,13,1,3
3363,26.27343750,6934844,-15249803,0.416961747377,4B310A0DCD4217E7,0,1,0,1203,133,55,212,4,5,124,1,3
3364,26.28125000,6815282,-15303981,0.409848125991,3536F9F272D2966F,1,1,0,851,892,-55,813,5,5,77,1,3
3365,26.28906250,6695304,-15357225,0.402709489588,3E09A7EDC51315BF,1,0,0,992,1235,-73,81,6,5,55,1,3
3366,26.29687500,6574917,-15409532,0.395546273873,3D262E16BD23969F,1,1,0,978,791,90,978,7,5,83,1,3
3367,26.30468750,6454129,-15460899,0.388358916052,4249C7E4C32419BF,1,1,0,1060,1251,-109,50,8,6,55,1,3
3368,26.31250000,6332947,-15511322,0.381147854805,3D66361B3CB49AA7,1,0,0,982,795,108,971,9,6,84,1,3
3369,26.32031250,6211378,-15560798,0.373913530257,4291CBE4C3651BBF,0,1,0,1065,229,-109,54,10,6,119,1,3
3370,26.32812500,6089430,-15609324,0.366656383955,3076D5FB34A59A7F,1,1,0,775,874,-20,842,11,6,79,1,3
3371,26.33593750,5967110,-15656898,0.359376858836,3DB19FE8C5961BCF,0,0,0,987,207,-93,89,12,6,121,1,3
3372,26.34375000,5844426,-15703516,0.352075399207,2FEEC9F6B4F6987F,1,1,0,766,1892,-38,847,13,6,15,1,3
3373,26.35156250,5721386,-15749176,0.344752450709,4A50FC08CD771BF7,0,1,0,1189,126,35,215,14,6,126,1,3
3374,26.35937500,5597996,-15793874,0.337408460300,348EF5F272B79877,1,0,0,840,1914,-55,811,15,6,14,1,3
3375,26.36718750,5474265,-15837608,0.330043876216,4AE9080D8D3819EF,0,1,0,1198,1156,54,211,16,6,61,1,3
3376,26.37500000,5350200,-15880376,0.322659147956,41EE5A127AE8989F,0,1,0,1054,1837,73,942,17,6,19,1,3
3377,26.38281250,5225808,-15922174,0.315254726244,4FE13409CAE91BE7,0,0,0,1278,154,39,174,18,6,124,1,3
3378,26.39062500,5101097,-15963001,0.307831063009,358F05F73299986F,1,1,0,856,1922,-36,809,19,6,13,1,3
3379,26.39843750,4976075,-16002853,0.300388611352,4B890C0DCD5A19EF,0,1,0,1208,1158,55,213,20,6,61,1,3
3380,26.40625000,4850749,-16041729,0.292927825523,420E5A12BADA989F,0,0,0,1056,1837,74,941,21,6,19,1,3
3381,26.41406250,4725127,-16079625,0.285449160889,50013409CAEB1BE7,0,1,0,1280,154,39,174,22,6,124,1,3
3382,26.42187500,4599217,-16116540,0.277953073910,357705F7329B9A6F,1,1,0,855,898,-36,809,23,6,77,1,3
3383,26.42968750,4473026,-16152471,0.270440022107,3E91ABED855C1BC7,0,0,0,1001,213,-74,85,24,6,120,1,3
3384,26.43750000,4346562,-16187417,0.262910464039,302ECDF6B50C987F,1,1,0,770,1894,-38,848,25,6,15,1,3
3385,26.44531250,4219833,-16221375,0.255364859272,4A90FC090D7D1BF7,0,1,0,1193,126,36,215,26,6,126,1,3
3386,26.45312500,4092846,-16254342,0.247803668350,348EF5F272BD9877,1,0,0,840,1914,-55,811,27,6,14,1,3
3387,26.46093750,3965609,-16286317,0.240227352770,4B11080D8D3E1BEF,0,1,0,1201,132,54,211,28,6,125,1,3
3388,26.46875000,3838130,-16317298,0.232636374949,34CEF9F272EE9877,1,0,0,844,1916,-55,814,29,6,14,1,3
3389,26.47656250,3710417,-16347283,0.225031198204,4B31060D8D3F1BEF,0,1,0,1203,131,54,211,30,6,125,1,3
3390,26.48437500,3582477,-16376271,0.217412286714,34CEF9F272DF9877,1,1,0,844,1916,-55,813,31,6,14,1,3
3391,26.49218750,3454319,-16404259,0.209780105499,34C109F272D01873,1,0,0,844,132,-55,813,0,6,14,0,3
3392,26.50000000,3325950,-16431246,0.202135120387,34B21DD5FF309CBB,1,1,0,843,270,-169,1011,1,7,23,0,3
3393,26.50781250,3197378,-16457230,0.194477797990,393E0DD9AEC11FBB,1,0,0,915,1798,-154,748,2,7,119,0,3
3394,26.51562500,3068611,-16482210,0.186808605670,48911E114B719C7B,0,1,0,1161,143,69,183,3,7,15,0,3
3395,26.52343750,2939656,-16506184,0.179128011515,342EF9F1F3921FF3,1,1,0,834,1916,-57,825,4,7,126,0,3
3396,26.53125000,2810522,-16529150,0.171436484310,4B51040D0D229C7B,0,0,0,1205,130,52,210,5,7,15,0,3
3397,26.53906250,2681216,-16551107,0.163734493506,34AEFBF2B2D31FF3,1,1,0,842,1917,-54,813,6,7,126,0,3
3398,26.54687500,2551747,-16572054,0.156022509192,4B51060D8D339C7B,0,0,0,1205,131,54,211,7,7,15,0,3
3399,26.55468750,2422122,-16591990,0.148301002068,34AEFBF2B2D41FF3,1,1,0,842,1917,-54,813,8,7,126,0,3
3400,26.56250000,2292349,-16610913,0.140570443415,4B69060D8D349E7B,0,0,0,1206,1155,54,211,9,7,79,0,3
3401,26.57031250,2162436,-16628822,0.132831305068,41965A12BAD51DCB,1,1,0,1049,813,74,941,10,7,57,0,3
3402,26.57812500,2032391,-16645716,0.125084059382,4349D3E982F59EAB,1,1,0,1076,1257,-90,47,11,7,85,0,3
3403,26.58593750,1902222,-16661594,0.117329179209,3D5E3A1B7CD61FC3,1,0,0,981,1821,109,973,12,7,120,0,3
3404,26.59375000,1771937,-16676455,0.109567137868,50112C04CB669C83,0,1,0,1281,150,19,182,13,7,16,0,3
3405,26.60156250,1641544,-16690298,0.101798409114,34F701F7B2571DFB,1,0,0,847,896,-34,805,14,7,63,0,3
3406,26.60937500,1511051,-16703123,0.094023467110,3EC9ABED45679EA3,1,1,0,1004,1237,-75,86,15,7,84,0,3
3407,26.61718750,1380466,-16714928,0.086242786398,3CDE2E16FD081FC3,1,0,0,973,1815,91,976,16,7,120,0,3
3408,26.62500000,1249796,-16725713,0.078456841871,4FC92804CB489E83,0,1,0,1276,1172,19,180,17,7,80,0,3
3409,26.63281250,1119050,-16735477,0.070666108742,41CE62177A691FD3,0,0,0,1052,1841,93,934,18,7,122,0,3
3410,26.64062500,988236,-16744220,0.062871062518,509938094B399E83,0,1,0,1289,1180,37,179,19,7,80,0,3
3411,26.64843750,857361,-16751941,0.055072178969,424E6617BA8A1FD3,0,0,0,1060,1843,94,936,20,7,122,0,3
3412,26.65625000,726434,-16758639,0.047269934098,50D938098B2A9E83,0,1,0,1293,1180,38,178,21,7,80,0,3
3413,26.66406250,595463,-16764314,0.039464804114,42366817BA8B1DD3,1,0,0,1059,820,94,936,22,7,58,0,3
3414,26.67187500,464455,-16768966,0.031657265401,43E9D7E9832B9EAB,1,1,0,1086,1259,-90,50,23,7,85,0,3
3415,26.67968750,333419,-16772595,0.023847794492,3D5E3C1BBCBC1FC3,1,0,0,981,1822,110,971,24,7,120,0,3
3416,26.68750000,202363,-16775200,0.016036868037,50492C04CB7C9E83,0,1,0,1284,1174,19,183,25,7,80,0,3
3417,26.69531250,71294,-16776781,0.008224962774,41CE6417BA5D23DB,0,1,0,1052,1842,94,933,26,8,123,0,3
3418,26.70312500,-59779,-16777338,0.000412555502,50C138098B3DA08B,0,0,0,1292,156,38,179,27,8,17,0,3
3419,26.71093750,-190848,-16776871,-0.007399876951,353707F7B27E2203,1,0,0,851,899,-34,807,28,8,64,0,3
3420,26.71875000,-321906,-16775380,-0.015211857753,3EF1ABED856EA0AB,1,1,0,1007,213,-74,86,29,8,21,0,3
3421,26.72656250,-452944,-16772865,-0.023022910102,2FC6CFF6F50F21F3,1,0,0,764,871,-37,848,30,8,62,0,3
3422,26.73437500,-583954,-16769326,-0.030832557252,3E099BE8C58FA2A3,1,1,0,992,1229,-93,88,31,8,84,0,3
3423,26.74218750,-714929,-16764764,-0.038640322540,3E0667E8C58022A7,1,0,0,992,819,-93,88,0,8,84,1,3
3424,26.75000000,-845860,-16759179,-0.046445729423,371E6A09F9B0A0A7,1,1,0,881,1845,39,923,1,8,20,1,3
3425,26.75781250,-976739,-16752571,-0.054248301498,4DA916064C3121FF,0,0,0,1242,1163,25,195,2,8,63,1,3
3426,26.76562500,-1107559,-16744940,-0.062047562536,41765E157A81A2AF,1,1,0,1047,815,85,936,3,8,85,1,3
3427,26.77343750,-1238311,-16736287,-0.069843036510,4389D5E9431221CF,1,0,0,1080,1258,-91,49,4,8,57,1,3
3428,26.78125000,-1368988,-16726613,-0.077634247626,3D5E3A1BBCC2A0B7,1,1,0,981,1821,110,972,5,8,22,1,3
3429,26.78906250,-1499581,-16715918,-0.085420720347,50112C04CB6323F7,0,0,0,1281,150,19,182,6,8,126,1,3
3430,26.79687500,-1630083,-16704203,-0.093201979428,34F701F7B253A287,1,1,0,847,896,-34,805,7,8,80,1,3
3431,26.80468750,-1760485,-16691468,-0.100977549940,3EC9ABED456421D7,1,0,0,1004,1237,-75,86,8,8,58,1,3
3432,26.81250000,-1890780,-16677714,-0.108746957304,3CDE2E16FD04A0B7,1,1,0,973,1815,91,976,9,8,22,1,3
3433,26.82031250,-2020959,-16662942,-0.116509727313,4FA92804CB4521F7,0,0,0,1274,1172,19,180,10,8,62,1,3
3434,26.82812500,-2151015,-16647153,-0.124265386169,41EE62177A65A0A7,0,0,0,1054,1841,93,934,11,8,20,1,3
3435,26.83593750,-2280940,-16630348,-0.132013460507,508138098B2623F7,0,1,0,1288,156,38,178,12,8,126,1,3
3436,26.84375000,-2410725,-16612528,-0.139753477423,356F05F77286A07F,1,0,0,854,1922,-35,808,13,8,15,1,3
3437,26.85156250,-2540363,-16593694,-0.147484964507,4BB10C0DCD5723FF,0,1,0,1211,134,55,213,14,8,127,1,3
3438,26.85937500,-2669846,-16573847,-0.155207449869,34D6FBF2B2C7A287,1,0,0,845,893,-54,812,15,8,80,1,3
3439,26.86718750,-2799166,-16552989,-0.162920462169,3E69A7ED853821D7,1,1,0,998,1235,-74,83,16,8,58,1,3
3440,26.87500000,-2928315,-16531121,-0.170623530643,3CDE2E16BD18A0B7,1,0,0,973,1815,90,977,17,8,22,1,3
3441,26.88281250,-3057286,-16508244,-0.178316185136,4F892804CB4921F7,0,0,0,1272,1172,19,180,18,8,62,1,3
3442,26.89062500,-3186070,-16484359,-0.185997956129,41F662177A79A2A7,1,1,0,1055,817,93,935,19,8,84,1,3
3443,26.89843750,-3314660,-16459468,-0.193668374765,4371D7E9432A27D7,0,0,0,1079,235,-91,50,20,9,122,1,3
3444,26.90625000,-3443047,-16433572,-0.201326972881,3096D9FB74CAA697,1,1,0,777,876,-19,844,21,9,82,1,3
3445,26.91406250,-3571224,-16406673,-0.208973283037,3E099FE8C59B25E7,1,0,0,992,1231,-93,89,22,9,60,1,3
3446,26.92187500,-3699183,-16378773,-0.216606838540,3CA62A16FCEBA6BF,1,0,0,970,789,91,974,23,9,87,1,3
3447,26.92968750,-3826916,-16349873,-0.224227173479,4271C7E4C34C27D7,0,1,0,1063,227,-109,52,24,9,122,1,3
3448,26.93750000,-3954416,-16319975,-0.231833822747,302ED5FB34ACA497,1,0,0,770,1898,-20,842,25,9,18,1,3
3449,26.94531250,-4081674,-16289081,-0.239426322073,4AC90008CDAD260F,0,1,0,1196,1152,35,218,26,9,65,1,3
3450,26.95312500,-4208683,-16257193,-0.247004208050,41965612BABDA6B7,1,0,0,1049,811,74,939,27,9,86,1,3
3451,26.96093750,-4335435,-16224313,-0.254567018164,4309D3E982FE25D7,1,0,0,1072,1257,-90,47,28,9,58,1,3
3452,26.96875000,-4461923,-16190442,-0.262114290819,3D863A1B7CDEA6BF,1,1,0,984,797,109,973,29,9,87,1,3
3453,26.97656250,-4588138,-16155583,-0.269645565368,42E9CBE4C35F25D7,1,0,0,1070,1253,-109,53,30,9,58,1,3
3454,26.98437500,-4714073,-16119738,-0.277160382142,3D5E361BBCAFA4BF,1,0,0,981,1819,110,970,31,9,23,1,3
3455,26.99218750,-4839721,-16082909,-0.284658282475,3D51CA1BBCA024BB,1,1,0,981,229,110,970,0,9,23,0,3
3456,27.00000000,-4965073,-16045099,-0.292138808734,3B8A23D33EF0A6D3,1,0,0,952,1297,-180,1007,1,9,90,0,3
3457,27.00781250,-5090122,-16006309,-0.299601504345,479D7FFDB5E127A3,0,0,0,1145,1727,-10,862,2,9,116,0,3
3458,27.01562500,-5214861,-15966542,-0.307045913825,4DA1520E4951A49B,0,1,0,1242,169,57,149,3,9,19,0,3
3459,27.02343750,-5339281,-15925801,-0.314471582805,353705F6B352260B,1,0,0,851,898,-38,821,4,9,65,0,3
3460,27.03125000,-5463375,-15884088,-0.321878058060,3E89A7ED4532A6B3,1,0,0,1000,1235,-75,83,5,9,86,0,3
3461,27.03906250,-5587136,-15841405,-0.329264887537,3D262E16FD1325D3,1,1,0,978,791,91,977,6,9,58,0,3
3462,27.04687500,-5710556,-15797755,-0.336631620383,4251C7E4C333A4BB,0,0,0,1061,227,-109,51,7,9,23,0,3
3463,27.05468750,-5833627,-15753141,-0.343977806970,306ED5FB34B427FB,1,0,0,774,1898,-20,843,8,9,127,0,3
3464,27.06250000,-5956342,-15707566,-0.351302998925,4AA90008CDA4A68B,0,1,0,1194,1152,35,218,9,9,81,0,3
3465,27.07031250,-6078694,-15661032,-0.358606749155,41B65612BAB525DB,1,0,0,1051,811,74,939,10,9,59,0,3
3466,27.07812500,-6200675,-15613542,-0.365888611877,42D1D3E982F5A4BB,0,0,0,1069,233,-90,47,11,9,23,0,3
3467,27.08593750,-6322277,-15565099,-0.373148142645,30D6D9FB34D625FB,1,1,0,781,876,-20,845,12,9,63,0,3
3468,27.09375000,-6443493,-15515706,-0.380384898373,3DC99FE90596AAB3,1,0,0,988,1231,-92,89,13,10,86,0,3
3469,27.10156250,-6564316,-15465366,-0.387598437367,3CE62A16BCF729DB,1,0,0,974,789,90,975,14,10,59,0,3
3470,27.10937500,-6684739,-15414082,-0.394788319351,4229C7E4C337AAC3,1,1,0,1058,1251,-109,51,15,10,88,0,3
3471,27.11718750,-6804754,-15361857,-0.401954105490,3D66341B3CB829DB,1,0,0,982,794,108,971,16,10,59,0,3
3472,27.12500000,-6924353,-15308695,-0.409095358423,4271CBE4C358A8C3,0,0,0,1063,229,-109,53,17,10,24,0,3
3473,27.13281250,-7043530,-15254598,-0.416211642283,3096D5FB34A92A03,1,0,0,777,874,-20,842,18,10,64,0,3
3474,27.14062500,-7162277,-15199570,-0.423302522730,3D919FE8C599A8B3,1,1,0,985,207,-93,89,19,10,22,0,3
3475,27.14843750,-7280586,-15143615,-0.430367566973,2FFEC9F674FA2803,1,0,0,767,1892,-39,847,20,10,0,0,3
3476,27.15625000,-7398451,-15086735,-0.437406343798,4A28FC090D7AAA8B,0,0,0,1186,1150,36,215,21,10,81,0,3
